"","Date","hour","Account","Channel","Units","month","day","year","Day of Week","weekday","Kwh","PeakHour","TemperatureF","Dew_PointF","Humidity","Sea_Level_PressureIn","VisibilityMPH","Wind_SpeedMPH","WindDirDegrees","Conditions","Wind_Direction"
"1",2014-01-01,0,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,132.369999,0,23,5,46,30.2,10,8.1,290,"Clear","WNW"
"2",2014-01-01,1,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,132.719997,0,21.9,3.9,46,30.23,10,11.5,290,"Partly Cloudy","WNW"
"3",2014-01-01,2,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,129.029997,0,21.9,3.9,46,30.25,10,12.7,240,"Clear","WSW"
"4",2014-01-01,3,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,125.759998,0,21.9,3,44,30.27,10,11.5,250,"Clear","WSW"
"5",2014-01-01,4,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,129.389997,0,21,3,46,30.29,10,9.2,260,"Clear","West"
"6",2014-01-01,5,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,132.509998,0,21,3,46,30.3,10,11.5,270,"Clear","West"
"7",2014-01-01,6,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,134.929996,0,21,3.9,48,30.32,10,10.4,250,"Scattered Clouds","WSW"
"8",2014-01-01,7,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,122.809998,1,19.9,5,52,30.35,10,10.4,230,"Scattered Clouds","SW"
"9",2014-01-01,8,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,119.959996,1,23,6.1,48,30.37,10,10.4,260,"Scattered Clouds","West"
"10",2014-01-01,9,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,123.159999,1,24.1,5,44,30.39,10,16.1,300,"Scattered Clouds","WNW"
"11",2014-01-01,10,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,129.109998,1,26.1,5,41,30.35,10,12.7,280,"Partly Cloudy","West"
"12",2014-01-01,11,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,125.829996,1,26.1,5,41,30.34,10,13.8,260,"Mostly Cloudy","West"
"13",2014-01-01,12,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,120.909997,1,27,5,39,30.33,10,13.8,280,"Scattered Clouds","West"
"14",2014-01-01,13,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,125.199997,1,28,3.9,36,30.33,10,8.1,300,"Mostly Cloudy","WNW"
"15",2014-01-01,14,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,128.589997,1,27,3.9,37,30.33,10,10.4,270,"Scattered Clouds","West"
"16",2014-01-01,15,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,143.169998,1,27,5,39,30.35,10,10.4,290,"Mostly Cloudy","WNW"
"17",2014-01-01,16,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,139.999998,1,26.1,5,41,30.35,10,6.9,340,"Mostly Cloudy","NNW"
"18",2014-01-01,17,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,138.639995,1,25,5,43,30.37,10,9.2,320,"Scattered Clouds","NW"
"19",2014-01-01,18,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,143.199999,1,24.1,6.1,46,30.37,10,4.6,10,"Partly Cloudy","North"
"20",2014-01-01,19,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,147.119998,1,24.1,5,44,30.38,10,6.9,360,"Partly Cloudy","North"
"21",2014-01-01,20,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,147.829998,0,23,5,46,30.38,10,4.6,350,"Scattered Clouds","North"
"22",2014-01-01,21,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,134.879996,0,21.9,7,53,30.39,10,3.5,20,"Mostly Cloudy","NNE"
"23",2014-01-01,22,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,128.909999,0,23,6.1,48,30.4,10,3.5,360,"Overcast","North"
"24",2014-01-01,23,26908650026,"MILDRED SCHOOL 1","kWh",1,1,2014,4,1,124.499995,0,23,7,50,30.38,10,6.9,20,"Overcast","NNE"
"25",2014-01-02,0,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,121.129999,0,21,10.9,65,30.36,4,6.9,20,"Light Snow","NNE"
"26",2014-01-02,1,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,125.779996,0,20.1666666666667,13.7666666666667,76.3333333333333,30.36,2.03333333333333,8.1,20,"Light Snow","NNE"
"27",2014-01-02,2,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,128.329999,0,19.2,14.9,83.5,30.35,2,9.2,20,"Light Snow","NNE"
"28",2014-01-02,3,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,130.989996,0,19.2,14,80.5,30.345,1.65,9.2,10,"Light Snow","North"
"29",2014-01-02,4,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,222.729997,0,19.2,14,80.5,30.32,2.15,10.95,10,"Light Snow","North"
"30",2014-01-02,5,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,223.929996,0,19.2666666666667,14,80.3333333333333,30.3166666666667,2.26666666666667,12.7,13.3333333333333,"Light Snow","North"
"31",2014-01-02,6,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,229.409993,0,19.2666666666667,15.5666666666667,85.6666666666667,30.3,2.66666666666667,13.0333333333333,10,"Light Snow","North"
"32",2014-01-02,7,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,239.929992,1,19.2,15.45,85.5,30.29,1.65,13.8,10,"Light Snow","North"
"33",2014-01-02,8,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,247.729993,1,19.5666666666667,15.8666666666667,85.6666666666667,30.2733333333333,0.5,13.0666666666667,130,"Snow","North"
"34",2014-01-02,9,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,248.839992,1,24.1,21,88,30.25,0.5,18.4,40,"Snow","NE"
"35",2014-01-02,10,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,250.669996,1,25.8,21.1,82.5,30.225,0.5,23.6,50,"Snow","NE"
"36",2014-01-02,11,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,246.789998,1,24.5666666666667,19.5666666666667,81.3333333333333,30.1666666666667,0.5,26.4666666666667,50,"Snow","NE"
"37",2014-01-02,12,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,244.689993,1,24.1,19.9,84,30.12,0.5,21.9,40,"Light Snow","NE"
"38",2014-01-02,13,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,245.039997,1,25.8333333333333,21.1333333333333,82.3333333333333,30.0833333333333,0.5,26.1,53.3333333333333,"Light Snow","NE"
"39",2014-01-02,14,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,241.149993,1,19.9,16,85,30.05,0.5,11.5,360,"Snow","North"
"40",2014-01-02,15,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,245.899995,1,13.95,9.375,81.75,30.0425,0.5,14.1,350,"Snow","North"
"41",2014-01-02,16,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,253.589992,1,12.1333333333333,8.43333333333333,84.6666666666667,30.0166666666667,1.06666666666667,14.6,346.666666666667,"Light Snow","North"
"42",2014-01-02,17,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,196.179994,1,10.3,6.625,84.75,30,0.2,17.575,350,"Heavy Snow","North"
"43",2014-01-02,18,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,147.259994,1,8.1,3,80,30,0.2,19.6,350,"Snow","North"
"44",2014-01-02,19,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,154.239998,1,6.1,1,80,29.95,0.2,19.6,360,"Snow","North"
"45",2014-01-02,20,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,156.749995,0,6.45,1.2,79.5,29.945,0.2,22.45,360,"Snow","North"
"46",2014-01-02,21,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,132.92,0,4.45,-0.2,81,29.89,0.2,22.45,360,"Snow","North"
"47",2014-01-02,22,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,127.549998,0,3.1,-1.2,82.5,29.875,0.2,22.45,360,"Snow","North"
"48",2014-01-02,23,26908650026,"MILDRED SCHOOL 1","kWh",1,2,2014,5,1,124.229998,0,2.76666666666667,-2.43333333333333,78.6666666666667,29.86,0.2,22.6333333333333,360,"Snow","North"
"49",2014-01-03,0,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,125.209998,0,1.56666666666667,-2.43333333333333,83.3333333333333,29.8333333333333,0.2,23.0333333333333,360,"Snow","North"
"50",2014-01-03,1,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,125.469998,0,1.9,-4,76,29.81,0.2,21.9,360,"Snow","North"
"51",2014-01-03,2,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,123.449998,0,1.9,-4,76,29.77,0.8,19.6,360,"Snow","North"
"52",2014-01-03,3,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,123.879999,0,1.9,-2.9,80,29.74,0.5,24.2,360,"Snow","North"
"53",2014-01-03,4,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,123.119999,0,1.65,-2.55,82.5,29.725,0.5,22.45,355,"Snow","North"
"54",2014-01-03,5,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,123.309997,0,3.1,-2.1,79,29.745,0.5,21.85,345,"Snow","NNW"
"55",2014-01-03,6,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,204.809991,0,3.1,-2.1,79,29.795,0.65,20.15,345,"Light Snow","NNW"
"56",2014-01-03,7,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,227.889997,1,3.9,-2,76,29.84,0.8,17.3,340,"Light Snow","NNW"
"57",2014-01-03,8,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,226.989997,1,5,-2,73,29.86,1,15,340,"Light Snow","NNW"
"58",2014-01-03,9,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,226.64999,1,6.1,0,76,29.91,1.5,20.7,350,"Light Snow","North"
"59",2014-01-03,10,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,225.819998,1,8.8,1.2,71.5,29.925,2.25,20.15,350,"Blowing Snow","North"
"60",2014-01-03,11,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,224.139996,1,9.75,0.3,65.5,29.945,6,16.1,345,"Blowing Snow","NNW"
"61",2014-01-03,12,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,224.269993,1,12,1,61,29.97,10,16.1,340,"Mostly Cloudy","NNW"
"62",2014-01-03,13,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,223.819995,1,14,1,56,30.01,10,12.7,320,"Mostly Cloudy","NW"
"63",2014-01-03,14,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,223.499993,1,14,0,54,30.06,10,16.1,310,"Mostly Cloudy","NW"
"64",2014-01-03,15,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,225.069994,1,12.9,-2.9,49,30.13,10,13.8,310,"Scattered Clouds","NW"
"65",2014-01-03,16,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,222.809994,1,10.9,-7.1,44,30.19,10,16.1,320,"Partly Cloudy","NW"
"66",2014-01-03,17,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,196.489997,1,9,-9,44,30.24,10,13.8,330,"Partly Cloudy","NNW"
"67",2014-01-03,18,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,155.579997,1,7,-9.9,46,30.3,10,17.3,320,"Partly Cloudy","NW"
"68",2014-01-03,19,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,150.92,1,6.1,-11.9,44,30.35,10,12.7,310,"Clear","NW"
"69",2014-01-03,20,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,154.539999,0,5,-11.9,46,30.36,10,20.7,320,"Clear","NW"
"70",2014-01-03,21,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,128.519997,0,3.9,-11,50,30.39,10,12.7,300,"Clear","WNW"
"71",2014-01-03,22,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,121.889995,0,3.9,-11.9,48,30.4,10,9.2,300,"Clear","WNW"
"72",2014-01-03,23,26908650026,"MILDRED SCHOOL 1","kWh",1,3,2014,6,0,121.449997,0,3.9,-11,50,30.4,10,9.2,290,"Clear","WNW"
"73",2014-01-04,0,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,120.859996,0,3.9,-11.9,48,30.42,10,8.1,280,"Clear","West"
"74",2014-01-04,1,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,122.629995,0,3.9,-11,50,30.45,10,8.1,290,"Clear","WNW"
"75",2014-01-04,2,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,123.289995,0,3,-9.9,55,30.45,10,8.1,280,"Clear","West"
"76",2014-01-04,3,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,123.459998,0,3.9,-9.9,53,30.44,10,0,0,"Clear","Calm"
"77",2014-01-04,4,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,142.209994,0,3,-8,60,30.45,10,4.6,220,"Clear","SW"
"78",2014-01-04,5,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,211.149995,0,1.9,-7.1,66,30.45,10,8.1,200,"Clear","SSW"
"79",2014-01-04,6,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,216.089996,0,1.9,-7.1,66,30.48,10,9.2,230,"Scattered Clouds","SW"
"80",2014-01-04,7,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,215.369994,1,3,-5.1,69,30.5,10,6.9,220,"Scattered Clouds","SW"
"81",2014-01-04,8,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,214.419994,1,7,-5.1,58,30.5,10,8.1,220,"Scattered Clouds","SW"
"82",2014-01-04,9,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,224.929992,1,10,-6,48,30.51,10,8.1,220,"Scattered Clouds","SW"
"83",2014-01-04,10,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,227.539996,1,14,-6,41,30.46,10,10.4,220,"Scattered Clouds","SW"
"84",2014-01-04,11,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,226.809994,1,19,-5.1,34,30.42,10,12.7,230,"Scattered Clouds","SW"
"85",2014-01-04,12,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,224.669998,1,21,-5.1,32,30.38,10,13.8,210,"Scattered Clouds","SSW"
"86",2014-01-04,13,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,227.199995,1,23,1,39,30.34,10,17.3,210,"Scattered Clouds","SSW"
"87",2014-01-04,14,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,227.339996,1,24.1,7,48,30.33,10,17.3,210,"Scattered Clouds","SSW"
"88",2014-01-04,15,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,225.869996,1,25,10,53,30.33,10,16.1,210,"Scattered Clouds","SSW"
"89",2014-01-04,16,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,225.209993,1,26.1,10.9,53,30.31,10,12.7,210,"Scattered Clouds","SSW"
"90",2014-01-04,17,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,220.189993,1,26.1,12,55,30.3,10,12.7,220,"Scattered Clouds","SW"
"91",2014-01-04,18,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,217.439997,1,27,15.1,61,30.29,10,16.1,220,"Partly Cloudy","SW"
"92",2014-01-04,19,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,217.549993,1,27,15.1,61,30.27,10,16.1,220,"Partly Cloudy","SW"
"93",2014-01-04,20,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,217.559994,0,26.1,16,66,30.26,10,20.7,230,"Clear","SW"
"94",2014-01-04,21,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,215.009993,0,27,17.1,66,30.27,10,20.7,230,"Clear","SW"
"95",2014-01-04,22,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,215.599997,0,27,18,69,30.27,10,19.6,240,"Clear","WSW"
"96",2014-01-04,23,26908650026,"MILDRED SCHOOL 1","kWh",1,4,2014,7,0,214.599998,0,27,16,63,30.27,10,18.4,240,"Scattered Clouds","WSW"
"97",2014-01-05,0,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,215.629993,0,27,15.1,61,30.27,10,19.6,230,"Partly Cloudy","SW"
"98",2014-01-05,1,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,214.999994,0,26.1,12,55,30.27,10,18.4,240,"Partly Cloudy","WSW"
"99",2014-01-05,2,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,215.339995,0,25,12,58,30.26,10,12.7,230,"Scattered Clouds","SW"
"100",2014-01-05,3,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,216.279995,0,25,12,58,30.25,10,12.7,230,"Mostly Cloudy","SW"
"101",2014-01-05,4,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,215.729997,0,26.1,12,55,30.27,10,10.4,250,"Mostly Cloudy","WSW"
"102",2014-01-05,5,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,217.319994,0,25,12.9,60,30.28,10,10.4,250,"Scattered Clouds","WSW"
"103",2014-01-05,6,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,216.249995,0,25,12.9,60,30.3,10,11.5,230,"Partly Cloudy","SW"
"104",2014-01-05,7,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,214.419993,1,24.1,14,65,30.32,10,11.5,230,"Clear","SW"
"105",2014-01-05,8,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,215.019998,1,27,16,63,30.32,10,0,0,"Partly Cloudy","Calm"
"106",2014-01-05,9,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,214.659996,1,27,17.1,66,30.32,10,9.2,190,"Partly Cloudy","South"
"107",2014-01-05,10,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,214.019994,1,30,16,56,30.3,10,4.6,240,"Mostly Cloudy","WSW"
"108",2014-01-05,11,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,213.659992,1,34,18,52,30.28,10,8.1,230,"Mostly Cloudy","SW"
"109",2014-01-05,12,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,213.169992,1,36,18,48,30.26,10,4.6,260,"Mostly Cloudy","West"
"110",2014-01-05,13,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,165.659995,1,36,21.9,57,30.25,10,6.9,200,"Overcast","SSW"
"111",2014-01-05,14,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,131.299997,1,36,25,64,30.24,10,8.1,190,"Overcast","South"
"112",2014-01-05,15,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,131.379997,1,35.1,28.9,78,30.23,6,6.9,180,"Light Drizzle","South"
"113",2014-01-05,16,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,205.939995,1,34.45,31.1,88,30.23,6.5,6.95,190,"Light Drizzle","South"
"114",2014-01-05,17,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,215.739995,1,36,33.1,89,30.21,9,0,0,"Overcast","Calm"
"115",2014-01-05,18,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,213.779992,1,35.0666666666667,33.5666666666667,94,30.1966666666667,10,3.5,123.333333333333,"Overcast","ESE"
"116",2014-01-05,19,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,214.679994,1,36,33.1,89,30.17,10,3.5,80,"Overcast","East"
"117",2014-01-05,20,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,215.349997,0,36.7,34.8,93,30.145,10,5.8,75,"Overcast","East"
"118",2014-01-05,21,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,210.669998,0,37.2,35.35,93,30.09,10,6.35,75,"Overcast","East"
"119",2014-01-05,22,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,210.229997,0,37.5666666666667,35.7333333333333,93,30.05,10,5.76666666666667,60,"Overcast","ENE"
"120",2014-01-05,23,26908650026,"MILDRED SCHOOL 1","kWh",1,5,2014,1,1,129.089998,0,37.0333333333333,35.6666666666667,94.6666666666667,29.9816666666667,1.18333333333333,6.53333333333333,71.6666666666667,"Light Rain","East"
"121",2014-01-06,0,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,119.789995,0,39,37.9,96,29.88,0.2,5.8,110,"Light Rain","ESE"
"122",2014-01-06,1,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,119.739997,0,37.9333333333333,37.5666666666667,98.6666666666667,29.8533333333333,0.2,1.16666666666667,46.6666666666667,"Fog","Calm"
"123",2014-01-06,2,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,119.919996,0,40.2,39.75,98.5,29.815,0.2,5.75,80,"Fog","Calm"
"124",2014-01-06,3,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,120.089998,0,43,43,100,29.73,0.2,9.2,170,"Light Rain","South"
"125",2014-01-06,4,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,167.869994,0,44.1,43,96,29.67,0.2,8.1,150,"Fog","SSE"
"126",2014-01-06,5,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,222.599995,0,44.7333333333333,44.4333333333333,99,29.63,0.2,11.9,163.333333333333,"Light Rain","SSE"
"127",2014-01-06,6,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,255.119993,0,46.9,46,97,29.59,2,6.9,170,"Light Rain","South"
"128",2014-01-06,7,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,283.519997,1,48.1,47.55,98,29.555,0.2,10.95,160,"Light Rain","SSE"
"129",2014-01-06,8,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,295.309994,1,48.1333333333333,46.5666666666667,94,29.52,0.1,13.0666666666667,160,"Fog","SSE"
"130",2014-01-06,9,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,293.259995,1,51.1,51.1,100,29.46,0.1,17.3,170,"Fog","South"
"131",2014-01-06,10,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,289.949994,1,52.4666666666667,51.8666666666667,98,29.4033333333333,0.266666666666667,17.3,186.666666666667,"Light Rain","South"
"132",2014-01-06,11,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,288.699994,1,54.5833333333333,53.6666666666667,96.8333333333333,29.36,5.4,19.3833333333333,191.666666666667,"Light Rain","South"
"133",2014-01-06,12,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,277.009997,1,55.65,53.8,93.5,29.325,10,16.7,205,"Light Rain","SSW"
"134",2014-01-06,13,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,265.319993,1,53.8,51.9,93.5,29.3,10,10.4,195,"Light Rain","South"
"135",2014-01-06,14,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,249.529995,1,53.35,47.95,82.5,29.315,8.5,13.25,240,"Light Rain","SW"
"136",2014-01-06,15,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,249.779991,1,48,41,77,29.34,10,15,250,"Light Rain","WSW"
"137",2014-01-06,16,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,254.429993,1,45,39.9,82,29.35,10,16.1,240,"Light Rain","WSW"
"138",2014-01-06,17,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,203.849995,1,38.875,33.075,79.75,29.385,10,20.15,287.5,"Light Rain","WNW"
"139",2014-01-06,18,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,160.899996,1,38.1,28.6,68.5,29.41,10,16.15,285,"Overcast","West"
"140",2014-01-06,19,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,153.309995,1,35.1,21.9,59,29.43,10,19.6,280,"Overcast","West"
"141",2014-01-06,20,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,148.769995,0,33.1,19.9,59,29.45,10,18.4,270,"Mostly Cloudy","West"
"142",2014-01-06,21,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,124.439994,0,32,17.1,54,29.47,10,16.1,270,"Mostly Cloudy","West"
"143",2014-01-06,22,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,121.209997,0,30.9,16,54,29.49,10,18.4,280,"Mostly Cloudy","West"
"144",2014-01-06,23,26908650026,"MILDRED SCHOOL 1","kWh",1,6,2014,2,1,115.529997,0,28.9,12.9,51,29.51,10,18.4,270,"Partly Cloudy","West"
"145",2014-01-07,0,26908650026,"MILDRED SCHOOL 1","kWh",1,7,2014,3,1,115.589997,0,28,10.9,49,29.53,10,16.1,270,"Partly Cloudy","West"
"146",2014-01-07,1,26908650026,"MILDRED SCHOOL 1","kWh",1,7,2014,3,1,116.389997,0,27,10.9,51,29.55,10,15,250,"Partly Cloudy","WSW"
"147",2014-01-07,2,26908650026,"MILDRED SCHOOL 1","kWh",1,7,2014,3,1,115.939995,0,26.1,10,51,29.57,10,15,270,"Overcast","West"
"148",2014-01-07,3,26908650026,"MILDRED SCHOOL 1","kWh",1,7,2014,3,1,116.459999,0,19.9,1.9,46,29.63,10,25.3,300,"Mostly Cloudy","WNW"
"149",2014-01-07,4,26908650026,"MILDRED SCHOOL 1","kWh",1,7,2014,3,1,117.139998,0,17.1,-4,39,29.67,10,17.3,300,"Mostly Cloudy","WNW"
"150",2014-01-07,5,26908650026,"MILDRED SCHOOL 1","kWh",1,7,2014,3,1,121.739999,0,15.1,-5.1,41,29.71,10,28.8,290,"Mostly Cloudy","WNW"
"151",2014-01-07,6,26908650026,"MILDRED SCHOOL 1","kWh",1,7,2014,3,1,231.389997,0,12.9,-6,43,29.77,10,21.9,280,"Scattered Clouds","West"
"152",2014-01-07,7,26908650026,"MILDRED SCHOOL 1","kWh",1,7,2014,3,1,290.919995,1,12,-7.1,42,29.84,10,26.5,290,"Partly Cloudy","WNW"
"153",2014-01-07,8,26908650026,"MILDRED SCHOOL 1","kWh",1,7,2014,3,1,301.259995,1,12.9,-7.1,41,29.88,10,17.3,280,"Partly Cloudy","West"
"154",2014-01-07,9,26908650026,"MILDRED SCHOOL 1","kWh",1,7,2014,3,1,304.099995,1,14,-6,41,29.92,10,18.4,270,"Partly Cloudy","West"
"155",2014-01-07,10,26908650026,"MILDRED SCHOOL 1","kWh",1,7,2014,3,1,300.959992,1,15.1,-6,39,29.94,10,24.2,260,"Partly Cloudy","West"
